name,calories,total_fat,sodium,protein,carbohydrate,sugars,food_group
"KEEBLER, Original Ch",517,28g,350.00 mg,5.50 g,62.70 g,30.10 g,grains
"CAMPBELL'S CHUNKY, H",41,1g,161.00 mg,2.97 g,5.88 g,1.12 g,grains
"Seaweed, rehydrated,",31,0.2g,526.00 mg,1.86 g,5.62 g,0,grains
"Beverages, powder, b",386,0g,17.00 mg,0.00 g,98.94 g,92.31 g,grains
"KEEBLER, Fudge Mint,",499,24g,266.00 mg,4.00 g,68.30 g,39.70 g,grains
"Lamb, cooked, Interm",596,62g,52.00 mg,8.53 g,0.00 g,0.00 g,grains
Yellow rice with sea,343,1.8g,1316.00 mg,7.02 g,74.68 g,1.75 g,grains
"Mayonnaise, choleste",333,33g,733.00 mg,0.90 g,6.70 g,4.20 g,grains
"Chayote, without sal",24,0.5g,1.00 mg,0.62 g,5.09 g,1.89 g,grains
"Cherries, drained, h",83,0.2g,3.00 mg,0.73 g,21.07 g,16.18 g,grains
"Restaurant, arepa (u",219,5.4g,270.00 mg,5.48 g,37.14 g,0.87 g,grains
"Walrus, meat and sub",282,24g,0,16.30 g,0.00 g,0,grains
"Turkey, raw, from tu",201,16g,48.00 mg,13.29 g,0.00 g,0,grains
"Pork, raw, tail, var",378,34g,63.00 mg,17.75 g,0.00 g,0,grains
"Peaches, without add",77,0.3g,2.00 mg,1.16 g,19.69 g,16.99 g,grains
"Fast foods, with cor",263,11g,556.00 mg,9.60 g,31.88 g,0,grains
"Chicken, wing meat a",257,18g,579.00 mg,23.42 g,0.60 g,0.60 g,grains
"Frozen novelties, pr",185,6g,95.00 mg,4.30 g,29.40 g,20.74 g,grains
"NABISCO, Cookie Crum",476,22g,528.00 mg,4.78 g,70.23 g,36.00 g,grains
"Nuts, shredded, swee",501,35g,262.00 mg,2.88 g,47.67 g,43.17 g,grains
"Cereals, dry, fruit ",379,6.4g,499.00 mg,8.30 g,75.42 g,31.27 g,grains
"Frozen yogurts, swee",107,0.8g,81.00 mg,4.40 g,19.70 g,12.61 g,grains
"Fast foods, meatball",219,8.5g,437.00 mg,9.77 g,26.01 g,4.98 g,grains
"Cake, home baked sty",418,22g,357.00 mg,6.62 g,48.94 g,28.77 g,grains
"French toast, made w",229,11g,479.00 mg,7.70 g,25.00 g,0,grains
"Salmon, without skin",158,5.9g,386.00 mg,26.33 g,0.00 g,0.00 g,grains
"Doughnuts, plain (in",434,25g,477.00 mg,5.31 g,47.06 g,18.15 g,grains
"Seeds, from raw and ",570,48g,74.00 mg,17.81 g,26.19 g,0,grains
"Popcorn, made with p",535,30g,763.00 mg,8.38 g,57.26 g,0.30 g,grains
"NABISCO, NABISCO SNA",305,1.1g,174.00 mg,5.00 g,74.25 g,43.38 g,grains
"Cereals, dry, Hearty",367,5.3g,273.00 mg,18.39 g,68.00 g,17.70 g,grains
"Crackers, unsalted t",434,12g,766.00 mg,9.20 g,71.50 g,0,grains
"Rice, with salt, une",130,0.3g,382.00 mg,2.69 g,28.17 g,0.05 g,grains
"Winged bean, with sa",37,0.7g,240.00 mg,5.31 g,3.21 g,0,grains
"Beverages, yellow gr",49,0g,18.00 mg,0.00 g,12.83 g,12.90 g,grains
"Sandwich spread, uns",389,34g,1000.00 mg,0.90 g,22.40 g,15.18 g,grains
"Cereals, dry, with c",369,4.8g,434.00 mg,9.53 g,76.08 g,25.33 g,grains
"Turnover, unprepared",235,9.5g,598.00 mg,10.24 g,27.29 g,7.87 g,grains
"Dessert topping, 1.5",194,13g,66.00 mg,3.61 g,17.13 g,17.13 g,grains
"Salmon, smoked (Alas",345,11g,51.00 mg,60.62 g,0.00 g,0.00 g,grains
"Cake, special dietar",397,8.4g,260.00 mg,3.00 g,79.60 g,0,grains
"KELLOGG'S, Frosted B",397,11g,398.00 mg,4.00 g,70.90 g,27.60 g,grains
"Buffalo, cooked (Sho",146,1.8g,41.00 mg,32.51 g,0.00 g,0,grains
"Elk, cooked (Shoshon",148,2.9g,50.00 mg,30.56 g,0.00 g,0.00 g,grains
"Margarine, tub, 67-7",606,68g,536.00 mg,0.07 g,0.59 g,0,grains
"Babyfood, Real Fruit",330,2.2g,14.00 mg,0.82 g,76.61 g,68.65 g,grains
"Candies, SKITTLES Tr",405,4.3g,15.00 mg,0.19 g,90.77 g,75.76 g,grains
"Game meat, raw, 1"" s",122,2.4g,47.00 mg,23.32 g,0.00 g,0.00 g,grains
"Cereals, dry, bluebe",386,9.8g,337.00 mg,9.81 g,69.47 g,18.71 g,grains
"Candies, SKITTLES Or",405,4.4g,15.00 mg,0.19 g,90.78 g,75.84 g,grains
"Cookies, made with b",488,28g,341.00 mg,5.70 g,58.20 g,0,grains
"Cheese food, vitamin",330,26g,1284.00 mg,16.86 g,8.56 g,5.59 g,grains
"Cheese, fortified wi",366,31g,1671.00 mg,18.13 g,4.78 g,2.26 g,grains
"Raspberries, solids ",91,0.1g,3.00 mg,0.83 g,23.36 g,20.06 g,grains
"Fish, smoked and can",150,5.9g,0,23.20 g,0.00 g,0,grains
"Broadbeans, with sal",62,0.5g,277.00 mg,4.80 g,10.10 g,0,grains
MORNINGSTAR FARMS Ca,155,7.7g,690.00 mg,14.90 g,12.60 g,1.80 g,grains
"Babyfood, organic, c",64,0g,20.00 mg,1.10 g,14.82 g,9.09 g,grains
"Oil, all purpose sal",900,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Danish pastry, nut (",430,25g,298.00 mg,7.10 g,45.70 g,25.87 g,grains
"Pigeonpeas, with sal",111,1.4g,240.00 mg,5.96 g,19.49 g,2.48 g,grains
"Milk, with blend of ",63,3.5g,57.00 mg,3.33 g,4.74 g,0,grains
"Fast foods, plain, b",307,20g,594.00 mg,15.92 g,14.93 g,0.08 g,grains
"Formulated bar, mixe",422,14g,520.00 mg,30.00 g,45.00 g,27.00 g,grains
"Chicken breast, prep",98,1.9g,1032.00 mg,17.40 g,2.92 g,0.75 g,grains
"Bread, enriched (inc",418,12g,817.00 mg,7.00 g,69.50 g,20.34 g,grains
GARDENBURGER Sun-Dri,137,3.6g,387.00 mg,5.50 g,23.70 g,2.60 g,grains
"SUNSHINE, Duoz Smoke",507,26g,898.00 mg,9.00 g,60.80 g,0.90 g,grains
"Cocoa, HERSHEY'S Eur",410,10g,0.00 mg,20.00 g,60.00 g,0.00 g,grains
"Candies, M&M's MINIs",502,23g,68.00 mg,4.78 g,68.40 g,62.54 g,grains
"SUBWAY, SUBWAY CLUB ",146,2.4g,348.00 mg,10.66 g,20.36 g,3.19 g,grains
"Margarine-like, soyb",727,80g,719.00 mg,0.31 g,0.77 g,0.00 g,grains
"Sweet rolls, baked, ",362,13g,832.00 mg,5.40 g,56.10 g,0,grains
"Cereals, dry, with r",360,4g,462.00 mg,8.45 g,76.33 g,37.14 g,grains
"Cheese, without adde",371,32g,1671.00 mg,18.13 g,3.70 g,2.26 g,grains
"Veal, separable lean",144,7.2g,95.00 mg,19.78 g,0.00 g,0.00 g,grains
"Vegetables, with sal",60,0.2g,271.00 mg,2.86 g,13.09 g,3.12 g,grains
"Snacks, M&M's milk c",415,12g,341.00 mg,3.78 g,73.01 g,37.81 g,grains
"Bread, made with non",274,2.6g,336.00 mg,7.70 g,53.60 g,0,grains
"Margarine-like, swee",534,52g,542.00 mg,0.00 g,16.70 g,16.70 g,grains
"Fish, canned (Alaska",266,16g,0,30.70 g,0.00 g,0,grains
MORNINGSTAR FARMS Mu,168,8.2g,445.00 mg,14.30 g,9.20 g,0.50 g,grains
"KEEBLER, Mini Browni",455,20g,284.00 mg,4.50 g,65.10 g,31.50 g,grains
"Chrysanthemum, witho",20,0.1g,53.00 mg,1.64 g,4.31 g,2.01 g,grains
"Pork, raw, chitterli",182,17g,24.00 mg,7.64 g,0.00 g,0.00 g,grains
"Ravioli, canned, wit",97,3.4g,283.00 mg,3.24 g,13.26 g,1.97 g,grains
"Rice, with salt, enr",130,0.3g,382.00 mg,2.69 g,28.17 g,0.05 g,grains
"Cereals, dry, cherry",394,11g,181.00 mg,12.02 g,66.73 g,26.34 g,grains
"Snacks, original fla",491,21g,423.00 mg,7.95 g,67.26 g,7.20 g,grains
"Biscuits, higher fat",307,11g,977.00 mg,6.66 g,46.32 g,7.40 g,grains
"KEEBLER, White Fudge",483,20g,632.00 mg,7.00 g,68.80 g,31.70 g,grains
"SUBWAY, roast beef s",155,2.7g,329.00 mg,12.17 g,20.34 g,3.00 g,grains
"Seal, partially drie",270,2.3g,130.00 mg,62.38 g,0.00 g,0.00 g,grains
"CRUNCHMASTER, Gluten",456,16g,370.00 mg,10.91 g,67.18 g,0.80 g,grains
"Pork, raw, frozen, e",234,15g,191.00 mg,22.45 g,0.60 g,0,grains
"Mollusks, made from ",99,0.4g,795.00 mg,12.77 g,10.62 g,0,grains
"Crustaceans, breaded",242,12g,344.00 mg,21.39 g,11.47 g,0.80 g,grains
"Cereals, banana brea",361,6.2g,619.00 mg,16.50 g,64.42 g,1.29 g,grains
"Beverages, Ready-to-",105,2.5g,84.00 mg,3.80 g,16.88 g,9.70 g,grains
"Fish, smoked (Alaska",206,7.3g,600.00 mg,35.19 g,0.00 g,0.00 g,grains
"Cookies, plain or ho",430,11g,459.00 mg,6.69 g,77.66 g,24.85 g,grains
"Wheat flour, calcium",364,1g,2.00 mg,10.33 g,76.31 g,0,grains
"Candies, TWIX chocol",550,33g,266.00 mg,7.30 g,56.00 g,53.00 g,grains
"Pickles, sweet (incl",91,0.4g,457.00 mg,0.58 g,21.15 g,18.27 g,grains
"Biscuits, lower fat,",270,7.8g,828.00 mg,6.70 g,43.70 g,7.18 g,grains
MARY'S GONE CRACKERS,446,16g,587.00 mg,12.06 g,64.29 g,1.00 g,grains
"KELLOGG'S, Frosted A",395,11g,329.00 mg,4.40 g,70.50 g,28.00 g,grains
"Cereals, dry, Creamy",360,5.3g,274.00 mg,22.29 g,61.09 g,14.80 g,grains
"KEEBLER, Sandies Sho",468,17g,438.00 mg,5.20 g,73.90 g,25.80 g,grains
"Buffalo, raw (Shosho",97,1.3g,43.00 mg,21.44 g,0.00 g,0,grains
"GENERAL MILLS, dry, ",413,8.1g,0,3.80 g,81.30 g,43.90 g,grains
"Sauce, low sodium, r",51,1.5g,30.00 mg,1.41 g,8.06 g,5.50 g,grains
"Salami, 50% less sod",350,26g,936.00 mg,21.80 g,6.40 g,0.00 g,grains
"Cookie, and chocolat",489,26g,182.00 mg,3.50 g,64.10 g,35.80 g,grains
"Cereals, high fiber,",366,4.8g,473.00 mg,8.79 g,75.67 g,14.70 g,grains
"Fast Foods, Skin and",398,29g,965.00 mg,14.11 g,19.56 g,0.00 g,grains
"Beverages, frozen, c",287,0g,0.00 mg,0.08 g,71.60 g,24.53 g,grains
Potsticker or wonton,136,5.5g,441.00 mg,8.28 g,13.28 g,2.76 g,grains
"Fish, batter-dipped ",228,14g,122.00 mg,18.62 g,6.39 g,0,grains
"Beverages, Hi-C Flas",45,0g,8.00 mg,0.00 g,12.50 g,12.50 g,grains
"KELLOGG'S, Frosted O",401,12g,387.00 mg,3.90 g,70.60 g,31.80 g,grains
"Oil, all purpose, so",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Snacks, French onion",496,22g,467.00 mg,8.68 g,65.49 g,8.82 g,grains
"Fish, brined (Alaska",430,30g,693.00 mg,39.90 g,0.00 g,0,grains
"Sausage, with chedda",426,38g,1483.00 mg,19.43 g,1.82 g,0.12 g,grains
GARDENBURGER Black B,133,3.9g,545.00 mg,6.50 g,22.00 g,3.60 g,grains
"Soup, canned, ready-",53,3.7g,20.00 mg,1.00 g,4.53 g,1.72 g,grains
"Cookies, animal crac",446,14g,407.00 mg,6.90 g,74.10 g,23.30 g,grains
"Turkey breast, lunch",109,0.8g,772.00 mg,21.81 g,3.51 g,3.51 g,grains
"Cereals, Blueberry M",350,1.9g,2.00 mg,8.81 g,79.40 g,18.44 g,grains
"Pancakes plain, read",233,6.8g,461.00 mg,5.23 g,37.75 g,8.32 g,grains
"Fluid replacement, e",10,0g,101.00 mg,0.00 g,2.45 g,2.45 g,grains
MORNINGSTAR FARMS Pa,227,8.6g,616.00 mg,14.20 g,24.10 g,1.30 g,grains
MORNINGSTAR FARMS Tu,112,6.3g,161.00 mg,5.90 g,11.70 g,2.30 g,grains
"Tangerines, drained,",38,0g,5.00 mg,0.75 g,9.41 g,8.25 g,grains
Corn with red and gr,75,0.6g,347.00 mg,2.33 g,18.17 g,0,grains
"KEEBLER, Soft 'n Che",464,21g,349.00 mg,4.20 g,67.40 g,29.90 g,grains
"Pineapple juice, und",179,0.1g,3.00 mg,1.30 g,44.30 g,43.60 g,grains
"Seal, in oil (Alaska",367,25g,120.00 mg,35.31 g,0.00 g,0.00 g,grains
"Cereals, dry, Cranbe",361,8.4g,284.00 mg,15.00 g,63.29 g,22.39 g,grains
Turkey and pork saus,307,23g,878.00 mg,22.70 g,0.70 g,0.00 g,grains
"Beverages, 3-2-1 Pla",448,13g,472.00 mg,8.13 g,73.92 g,38.02 g,grains
"Pie crust, unenriche",457,29g,576.00 mg,3.90 g,44.10 g,0,grains
"SUBWAY, cold cut sub",214,10g,575.00 mg,10.52 g,20.43 g,3.18 g,grains
Beef macaroni with t,113,2g,178.00 mg,5.89 g,17.99 g,3.80 g,grains
"Tea, herb and labora",1,0g,132.00 mg,0.00 g,0.20 g,0,grains
"Cheese spread, reduc",176,8.9g,1102.00 mg,13.41 g,10.71 g,7.06 g,grains
"English muffins, rai",240,1.8g,299.00 mg,7.91 g,48.10 g,14.76 g,grains
"Beverages, reduced c",509,29g,0.00 mg,1.96 g,59.94 g,59.00 g,grains
"Crackers, low salt (",421,8.9g,198.00 mg,9.50 g,74.34 g,2.22 g,grains
"KELLOGG'S, Frosted P",394,11g,345.00 mg,4.70 g,70.60 g,28.60 g,grains
"Beverages, AQUAFINA,",0,0g,0,0.00 g,0.00 g,0,grains
"Cookies, with rice c",435,18g,341.00 mg,4.55 g,63.26 g,40.91 g,grains
MORNINGSTAR FARMS As,158,6.2g,741.00 mg,11.40 g,18.20 g,5.00 g,grains
"Whale, subcutaneous ",870,97g,0,0.40 g,0.00 g,0,grains
"Fast foods, hard she",226,13g,397.00 mg,8.86 g,19.85 g,0.90 g,grains
"Whiskey sour mix, wi",84,0.1g,33.00 mg,0.10 g,21.40 g,0,grains
"Candies, M&M's Crisp",475,19g,136.00 mg,4.28 g,72.40 g,58.94 g,grains
"Candies, TWIX Peanut",536,33g,226.00 mg,9.18 g,54.15 g,36.13 g,grains
"Tortilla, includes p",237,1g,482.00 mg,7.28 g,49.94 g,2.75 g,grains
"Nuts, canned, flaked",443,32g,20.00 mg,3.35 g,40.91 g,0,grains
"Beef, raw, formed an",309,27g,68.00 mg,16.50 g,0.00 g,0.00 g,grains
"Cake, butter (includ",353,14g,377.00 mg,5.00 g,53.64 g,33.36 g,grains
"Cookies, with added ",345,9.7g,290.00 mg,2.77 g,61.58 g,38.73 g,grains
"Beef, raw, kidney, v",87,2.6g,175.00 mg,15.68 g,0.00 g,0.00 g,grains
"Cereals, dry, Instan",360,4.7g,1518.00 mg,8.80 g,74.18 g,2.02 g,grains
"Pork, raw, mechanica",304,27g,50.00 mg,15.03 g,0.00 g,0,grains
"Snacks, salted nuts ",484,32g,121.00 mg,14.20 g,44.90 g,23.88 g,grains
"Fish, packed in oil ",489,35g,0,44.50 g,0.00 g,0,grains
"Leavening agents, so",53,0g,10600.00 mg,0.00 g,27.70 g,0.00 g,grains
"Toaster pastries, fr",388,10g,334.00 mg,4.20 g,70.32 g,26.13 g,grains
"Candies, POP'ABLES M",463,18g,146.00 mg,3.30 g,71.85 g,61.08 g,grains
"Candies, COCOAVIA Bl",525,29g,8.00 mg,6.35 g,60.37 g,38.99 g,grains
"Rolls, made with low",316,7.3g,415.00 mg,8.50 g,53.40 g,0,grains
"SUBWAY, oven roasted",157,3.2g,268.00 mg,10.84 g,21.35 g,2.99 g,grains
"Nuts, CHOSEN ROASTER",632,59g,113.00 mg,18.00 g,19.02 g,3.90 g,grains
"Pancakes, microwave ",239,4.7g,566.00 mg,5.88 g,43.33 g,7.06 g,grains
"Squash, with salt, o",27,0.3g,254.00 mg,0.66 g,6.46 g,2.53 g,grains
"Frozen novelties, St",242,13g,86.00 mg,5.20 g,25.98 g,8.64 g,grains
"Fast foods, prepared",343,13g,539.00 mg,12.20 g,44.48 g,1.11 g,grains
"KEEBLER, Fudge Cover",455,17g,595.00 mg,7.50 g,71.30 g,32.90 g,grains
"Pasta, DE BOLES, coo",200,1.7g,4.00 mg,4.21 g,40.75 g,0.00 g,grains
"Potatoes, pan fried ",219,12g,15.00 mg,2.65 g,28.51 g,0.27 g,grains
"Cereals, dry, Redeye",342,1.6g,1805.00 mg,9.83 g,75.86 g,0.71 g,grains
"Candies, MILKY WAY C",458,20g,246.00 mg,3.82 g,67.56 g,54.08 g,grains
"Rolls, commercially ",310,6.5g,467.00 mg,10.86 g,52.04 g,5.55 g,grains
"Seeds, without salt ",567,48g,39.00 mg,16.96 g,26.04 g,0.48 g,grains
"Snacks, with yogurt ",423,11g,271.00 mg,5.71 g,74.29 g,40.00 g,grains
"Tomato products, and",41,0.7g,368.00 mg,0.94 g,8.77 g,7.36 g,grains
"KEEBLER, Sea Salt an",443,14g,942.00 mg,8.00 g,72.80 g,5.20 g,grains
"Fast Foods, with let",276,14g,617.00 mg,10.94 g,27.40 g,3.40 g,grains
"Child formula, prepa",88,4.5g,52.00 mg,3.33 g,8.57 g,7.40 g,grains
"Candies, POP'ABLES S",480,24g,224.00 mg,7.15 g,61.07 g,51.69 g,grains
"Snacks, whole-wheat ",362,2.6g,203.00 mg,11.10 g,81.30 g,0,grains
"Cereals, maple and b",361,6.2g,642.00 mg,16.37 g,64.25 g,1.25 g,grains
"Beef, raw, mechanica",276,24g,57.00 mg,14.97 g,0.00 g,0,grains
"Cake, unenriched, ot",389,18g,400.00 mg,5.20 g,52.50 g,0,grains
"Fish, solids with bo",139,6.1g,75.00 mg,19.78 g,0.00 g,0,grains
"Oil, filling fat (no",880,100g,6.00 mg,0.00 g,0.00 g,0.00 g,grains
KRAFT FREE Singles A,148,1g,1298.00 mg,22.70 g,11.70 g,6.70 g,grains
"Potatoes, pan-fried ",242,10g,77.00 mg,3.24 g,33.99 g,1.16 g,grains
"Snacks, Harvest Ched",491,22g,705.00 mg,8.08 g,64.70 g,7.05 g,grains
"Grapes, raw, red or ",69,0.2g,2.00 mg,0.72 g,18.10 g,15.48 g,grains
"Babyfood, toddler fo",402,7.1g,0.00 mg,10.50 g,74.10 g,11.09 g,grains
"Agutuk, fish/berry w",353,32g,21.00 mg,3.40 g,13.40 g,0,grains
"Pork, roasted, regul",178,9g,1500.00 mg,22.62 g,0.00 g,0.00 g,grains
MORNINGSTAR FARMS Ro,192,12g,522.00 mg,10.70 g,17.80 g,2.10 g,grains
"KELLOGG'S, Mixed Ber",259,8.4g,262.00 mg,6.40 g,41.40 g,11.50 g,grains
"BANQUET, unprepared,",155,11g,517.00 mg,6.89 g,6.96 g,0.28 g,grains
"Candies, prepared-by",474,21g,79.00 mg,3.24 g,67.69 g,0,grains
"Biscuits, baked, hig",324,11g,1002.00 mg,6.79 g,49.05 g,8.19 g,grains
"Pork, cooked, with a",585,60g,125.00 mg,10.06 g,0.32 g,0.00 g,grains
"Chicken, heated (mic",248,14g,837.00 mg,25.34 g,3.84 g,2.10 g,grains
"Toaster Pastries, Br",438,18g,380.00 mg,5.40 g,64.40 g,25.40 g,grains
"Puddings, sodium, po",366,1.5g,849.00 mg,0.10 g,90.30 g,0,grains
"Snacks, no trans fat",583,44g,679.00 mg,7.29 g,45.06 g,0.46 g,grains
"Snacks, gluten- free",389,6.7g,1567.00 mg,3.52 g,78.62 g,4.22 g,grains
"Cereals, dry, Apple ",353,5g,206.00 mg,11.10 g,73.80 g,25.00 g,grains
"SUBWAY, black forest",151,2.5g,396.00 mg,9.12 g,22.91 g,3.54 g,grains
"P REGO Pasta, ready-",69,2.3g,354.00 mg,1.54 g,10.00 g,6.92 g,grains
"SUNSHINE, Extra Chee",473,17g,1338.00 mg,8.50 g,65.30 g,2.70 g,grains
"Babyfood, instant fo",389,0.9g,2.00 mg,6.60 g,88.50 g,1.35 g,grains
"KEEBLER, Chocolate G",516,27g,283.00 mg,4.30 g,65.40 g,38.90 g,grains
"Restaurant, cheese a",219,11g,509.00 mg,12.56 g,17.92 g,2.39 g,grains
"Biscuits, baked, low",319,9.1g,962.00 mg,7.80 g,51.60 g,8.14 g,grains
"Milk, with added cal",78,1.9g,66.00 mg,2.99 g,12.13 g,9.55 g,grains
"Doughnuts, unenriche",403,23g,342.00 mg,6.40 g,44.30 g,0,grains
KRAFT VELVEETA LIGHT,222,11g,1586.00 mg,19.60 g,11.80 g,8.50 g,grains
MORNINGSTAR FARMS Sa,159,4.6g,758.00 mg,20.20 g,9.90 g,1.40 g,grains
"Nuts, packaged, flak",456,28g,285.00 mg,3.13 g,51.85 g,36.75 g,grains
"Cake, enriched, othe",389,18g,400.00 mg,5.20 g,52.50 g,0,grains
"Breakfast bars, coco",464,18g,251.00 mg,9.80 g,66.70 g,27.52 g,grains
"KEEBLER, Original, M",521,28g,187.00 mg,5.00 g,62.50 g,33.00 g,grains
"KELLOGG'S, Yum-azing",398,11g,389.00 mg,4.10 g,70.20 g,23.40 g,grains
"Corn, rinsed with ta",74,1.4g,163.00 mg,2.18 g,13.02 g,4.11 g,grains
"Fish, without skin a",136,4.2g,378.00 mg,24.62 g,0.00 g,0.00 g,grains
"Noodles, dehydrated,",351,0.1g,10.00 mg,0.16 g,86.09 g,0.00 g,grains
"Whale, skin and subc",465,46g,0,12.60 g,0.00 g,0,grains
"Refried beans, tradi",90,2g,370.00 mg,4.98 g,13.55 g,0.54 g,grains
"Soup, commercial, pr",32,0.2g,186.00 mg,0.71 g,7.45 g,4.03 g,grains
"KRAFT FOODS, dry, Co",377,3.7g,0,6.10 g,79.80 g,0,grains
"KEEBLER, Original Gr",507,26g,259.00 mg,4.20 g,65.50 g,33.20 g,grains
"Turkey roast, raw, l",120,2.2g,678.00 mg,17.60 g,6.40 g,0,grains
"Leavening agents, st",51,0g,7893.00 mg,0.10 g,24.10 g,0.00 g,grains
"Syrups, HERSHEY'S Ge",153,1g,100.00 mg,1.40 g,34.56 g,28.57 g,grains
"Snacks, CHEWY TRAIL ",415,11g,185.00 mg,5.71 g,72.27 g,42.86 g,grains
"Tomatoes, no salt ad",16,0.3g,10.00 mg,0.79 g,3.47 g,2.55 g,grains
"Beverages, powder, o",388,1.2g,63.00 mg,0.00 g,94.11 g,80.50 g,grains
"Candies, Fruit and C",408,8.4g,2.00 mg,0.41 g,82.43 g,57.98 g,grains
"Salad Dressing, Omeg",333,34g,848.00 mg,1.53 g,9.39 g,5.38 g,grains
"Beverages, B6, E, C,",38,0.1g,10.00 mg,0.68 g,9.20 g,9.00 g,grains
"Candies, Original fr",408,8.2g,2.00 mg,0.41 g,82.57 g,58.12 g,grains
"Syrups, with added p",265,0.1g,61.00 mg,0.00 g,69.60 g,0,grains
"Candies, Tropical fr",409,8.3g,2.00 mg,0.41 g,82.76 g,58.18 g,grains
"Cheese product, vita",312,23g,1309.00 mg,17.12 g,8.80 g,6.19 g,grains
"Cabbage, raw, stored",24,0.2g,18.00 mg,1.21 g,5.37 g,0,grains
"Turkey, skin and bon",170,5g,996.00 mg,29.30 g,0.00 g,0.00 g,grains
MORNINGSTAR FARMS To,161,8.6g,414.00 mg,15.50 g,14.00 g,2.60 g,grains
"Cookies, regular (in",464,20g,385.00 mg,5.35 g,67.34 g,27.31 g,grains
"Rice, cooked without",130,0.3g,1.00 mg,2.69 g,28.17 g,0.05 g,grains
"Cereals, dry, dates ",371,7g,516.00 mg,8.82 g,72.41 g,30.85 g,grains
MORNINGSTAR FARMS La,96,2.3g,208.00 mg,7.10 g,14.40 g,1.70 g,grains
"Rice, prepared, enri",124,0.5g,4.00 mg,2.18 g,26.76 g,0.00 g,grains
"Onion rings, heated ",276,14g,370.00 mg,4.14 g,33.79 g,5.10 g,grains
"Broadbeans, without ",62,0.5g,41.00 mg,4.80 g,10.10 g,0,grains
"Doughnuts, enriched ",421,23g,316.00 mg,6.14 g,47.93 g,22.75 g,grains
"Chicken, cooked simm",247,18g,52.00 mg,19.61 g,0.00 g,0.00 g,grains
"Pigeonpeas, without ",111,1.4g,5.00 mg,5.96 g,19.49 g,2.48 g,grains
"Cereals, dry, Brown ",384,7.6g,500.00 mg,8.69 g,73.68 g,28.91 g,grains
"Candies, SKITTLES Wi",402,4.3g,15.00 mg,0.19 g,90.76 g,75.92 g,grains
"Restaurant, fried, b",219,11g,561.00 mg,13.49 g,16.89 g,0.45 g,grains
"Soy sauce, made from",90,0.3g,2890.00 mg,8.19 g,14.44 g,5.63 g,grains
"DOMINO'S 14"" EXTRAVA",244,11g,456.00 mg,10.33 g,25.72 g,3.30 g,grains
"Fast foods, and cana",228,9.7g,617.00 mg,13.64 g,21.67 g,2.13 g,grains
"Formulated bar, milk",386,8.9g,253.00 mg,16.19 g,60.21 g,25.00 g,grains
"Beans, boiled with s",123,0.2g,241.00 mg,9.49 g,21.85 g,0,grains
MORNINGSTAR FARMS It,236,7g,682.00 mg,13.60 g,31.10 g,1.50 g,grains
"SUBWAY, turkey breas",147,2.3g,317.00 mg,9.12 g,22.42 g,3.09 g,grains
"KEEBLER, Cookies 'N ",471,19g,423.00 mg,4.00 g,72.20 g,39.70 g,grains
"Bread, unenriched (i",418,12g,1111.00 mg,7.00 g,69.50 g,0,grains
"Pie crust, baked, en",508,29g,467.00 mg,6.50 g,56.24 g,4.23 g,grains
"Cereals, dry, chedda",363,5.5g,1644.00 mg,8.98 g,72.96 g,2.76 g,grains
"Vegetables, without ",65,0.2g,35.00 mg,2.86 g,13.09 g,3.12 g,grains
"Bread, low sodium no",293,4g,376.00 mg,9.00 g,54.40 g,0,grains
"Beef, pan-broiled, p",238,16g,92.00 mg,22.86 g,0.00 g,0.00 g,grains
"Snacks, chocolate-fl",457,17g,569.00 mg,7.50 g,70.90 g,38.80 g,grains
"PEPPERIDGE FARM, Exp",458,17g,868.00 mg,9.56 g,67.20 g,2.40 g,grains
"Beverages, DANNON Fl",0,0g,0,0.00 g,0.03 g,0,grains
"Fat free ice cream, ",129,0g,110.00 mg,4.41 g,27.94 g,8.82 g,grains
"Agutuk, fish with sh",470,44g,24.00 mg,9.00 g,10.50 g,0,grains
"Lamb, raw, mechanica",276,24g,59.00 mg,14.97 g,0.00 g,0,grains
"Beans, drained witho",28,0.2g,1.00 mg,1.49 g,6.45 g,1.88 g,grains
"Fast Food, stuffed c",274,12g,615.00 mg,12.23 g,30.00 g,2.90 g,grains
GARDENBURGER Savory ,138,3.3g,633.00 mg,5.90 g,22.10 g,1.20 g,grains
"Soup, low sodium, pr",69,2g,35.00 mg,5.10 g,8.76 g,1.42 g,grains
"Snacks, peanut, SWEE",487,23g,414.00 mg,9.14 g,61.14 g,33.14 g,grains
"Shortening, pourable",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Fast foods, turkey b",147,2.3g,317.00 mg,9.12 g,22.42 g,3.09 g,grains
"Candies, candy bar, ",495,23g,321.00 mg,8.93 g,63.90 g,53.57 g,grains
"Oil, multiuse for no",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"CONTINENTAL MILLS, d",418,10g,0,5.60 g,75.60 g,40.00 g,grains
"Beverages, E, C, wit",46,0g,29.00 mg,0.30 g,11.15 g,10.37 g,grains
"Beverages, zero calo",5,0g,10.00 mg,0.00 g,1.25 g,0.00 g,grains
Shortening confectio,884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
